Block Column	Block Row	Column	Row	Reporter Name	Reporter Database Entry[sgd]	Reporter Database Entry[image]	Reporter Database Entry[locus]	Reporter Database Entry[embl]	Control Type	Composite Element Name	Composite Element Database Entry[sgd]	Composite Element Database Entry[embl]	Composite Element Database Entry[locus]	Composite Element Database Entry[unigene:184:184]	Composite Element Database Entry[unigene:186:186]	Composite Element Comment
2	9	30	27	108639/MAGE.Reporter		1471441	1493	AA873138		UniGeneID:Hs\.247824/MAGE.CompositeSequence		CTLA4	1493	Hs.247824		
4	4	29	7	113150/MAGE.Reporter		586958	23753	AA130984		UniGeneID:Hs\.303116/MAGE.CompositeSequence		SDF2L1	23753	Hs.303116		
3	9	14	10	111551/MAGE.Reporter		289647		N62867		UniGeneID:Hs\.397902/MAGE.CompositeSequence			389069	Hs.397902		
2	2	5	21	109987/MAGE.Reporter		1535451		AA917621		UniGeneID:Hs\.498432/MAGE.CompositeSequence				Hs.498432		
1	8	30	27	109987/MAGE.Reporter		1535451		AA917621		UniGeneID:Hs\.498432/MAGE.CompositeSequence				Hs.498432		
3	4	23	27	109665/MAGE.Reporter		1585694	57593	AA939163		UniGeneID:Hs\.471955/MAGE.CompositeSequence		KIAA1442	57593	Hs.471955		
2	6	4	4	98707/MAGE.Reporter		202414		H52622		UniGeneID:Hs\.221498/MAGE.CompositeSequence				Hs.221498		
4	1	2	8	105863/MAGE.Reporter		511632	51728	AA126951		UniGeneID:Hs\.437186/MAGE.CompositeSequence		POLR3K	51728	Hs.437186		
3	12	4	28	99509/MAGE.Reporter		1324222		AA769721		UniGeneID:Hs\.122940/MAGE.CompositeSequence				Hs.122940		
2	12	14	29	106751/MAGE.Reporter		299806		AI822059		UniGeneID:Hs\.54649/MAGE.CompositeSequence		RY1	11017	Hs.54649		
1	11	12	11	111330/MAGE.Reporter		813760		AA453807		UniGeneID:Hs\.444733/MAGE.CompositeSequence				Hs.444733		
1	11	30	10	120277/MAGE.Reporter		788180	23600	AA453310		UniGeneID:Hs\.508343/MAGE.CompositeSequence		AMACR	23600	Hs.508343		
4	3	16	3	100222/MAGE.Reporter		295594	63967	N72576		UniGeneID:Hs\.530328/MAGE.CompositeSequence				Hs.530328		
1	7	6	6	103988/MAGE.Reporter		229949	84246	H70887		UniGeneID:Hs\.13885/MAGE.CompositeSequence		MGC5309	84246	Hs.13885		
2	3	32	4	103577/MAGE.Reporter		489600	23460	AA099357		UniGeneID:Hs\.195395/MAGE.CompositeSequence		ABCA6	23460	Hs.195395		
1	3	27	6	110353/MAGE.Reporter		128753	1586	R14607		UniGeneID:Hs\.438016/MAGE.CompositeSequence		CYP17A1	1586	Hs.438016		
1	4	24	2	104048/MAGE.Reporter		136449	55701	R34205		UniGeneID:Hs\.35125/MAGE.CompositeSequence		FLJ10357	55701	Hs.35125		
2	4	21	11	113039/MAGE.Reporter		786534	284411	AA452118		UniGeneID:Hs\.553919/MAGE.CompositeSequence		LOC284412	284412	Hs.553919		
3	4	6	28	120108/MAGE.Reporter		1325674		AA873801		UniGeneID:Hs\.292788/MAGE.CompositeSequence				Hs.292788		
2	8	23	2	119849/MAGE.Reporter		859359	9540	AA668595		UniGeneID:Hs\.50649/MAGE.CompositeSequence		TP53I3	9540	Hs.50649		
3	1	17	9	116740/MAGE.Reporter		795260		AA453181		UniGeneID:Hs\.133998/MAGE.CompositeSequence				Hs.133998		
4	11	22	6	119299/MAGE.Reporter		433481	6928	AA699573		UniGeneID:Hs\.191144/MAGE.CompositeSequence		TCF2	6928	Hs.191144		
4	11	5	4	109856/MAGE.Reporter		292332		N68271		UniGeneID:Hs\.503357/MAGE.CompositeSequence		PTD015	28971	Hs.503357		
1	5	22	9	109172/MAGE.Reporter		897587	84632	AA496841		UniGeneID:Hs\.501106/MAGE.CompositeSequence		KIAA1914	84632	Hs.501106		
2	12	31	11	114742/MAGE.Reporter		704690	10114	AA282196		UniGeneID:Hs\.201918/MAGE.CompositeSequence		HIPK3	10114	Hs.201918		
2	11	10	4	115645/MAGE.Reporter		156874		R74041		UniGeneID:Hs\.101539/MAGE.CompositeSequence				Hs.101539		
4	12	23	3	110939/MAGE.Reporter		141361	51334	R63841		UniGeneID:Hs\.157461/MAGE.CompositeSequence		LOC51334	51334	Hs.157461		
1	4	22	9	116674/MAGE.Reporter		757161	84951	AA443948		UniGeneID:Hs\.528920/MAGE.CompositeSequence				Hs.528920		
3	2	25	6	103277/MAGE.Reporter		731273	881	AA420997		UniGeneID:Hs\.115460/MAGE.CompositeSequence		CCIN	881	Hs.115460		
1	2	7	3	111740/MAGE.Reporter		109271		T81035		UniGeneID:Hs\.307529/MAGE.CompositeSequence		KNSL7	56992	Hs.307529		
3	5	27	3	99518/MAGE.Reporter		230251	2729	H93481		UniGeneID:Hs\.271264/MAGE.CompositeSequence		GCLC	2729	Hs.271264		
2	5	14	3	111138/MAGE.Reporter		121501	285972	T97309		UniGeneID:Hs\.268647/MAGE.CompositeSequence		LOC285972	285972	Hs.268647		
3	4	10	11	120350/MAGE.Reporter		811879		AA454640		UniGeneID:Hs\.551056/MAGE.CompositeSequence				Hs.551056		
1	10	18	4	119269/MAGE.Reporter		291623	4286	N67822		UniGeneID:Hs\.166017/MAGE.CompositeSequence		MITF	4286	Hs.166017		
4	7	10	9	102216/MAGE.Reporter		376064	219833	AA040380		UniGeneID:Hs\.351133/MAGE.CompositeSequence		MGC35558	219833	Hs.351133		
2	3	5	5	113289/MAGE.Reporter		341641	25992	W58343		UniGeneID:Hs\.159556/MAGE.CompositeSequence		MGC61716	130916	Hs.159556		
1	10	4	6	113632/MAGE.Reporter		308466	51128	N95495		UniGeneID:Hs\.279582/MAGE.CompositeSequence		SARA2	51128	Hs.279582		
4	5	4	29	112472/MAGE.Reporter		588015		AA134978		UniGeneID:Hs\.171971/MAGE.CompositeSequence		EDAR	10913	Hs.171971		
4	11	19	4	101254/MAGE.Reporter		504452	5498	AA151248		UniGeneID:Hs\.517373/MAGE.CompositeSequence		PPOX	5498	Hs.517373		
1	2	9	9	118462/MAGE.Reporter		591457	283643	AA159893		UniGeneID:Hs\.72363/MAGE.CompositeSequence		C14orf80	283643	Hs.72363		
4	7	21	2	119317/MAGE.Reporter		756211	50488	AA481868		UniGeneID:Hs\.313227/MAGE.CompositeSequence		CHRNE	1145	Hs.313227		
1	5	3	8	100233/MAGE.Reporter		529307	54543	AA069704		UniGeneID:Hs\.112318/MAGE.CompositeSequence		TOMM7	54543	Hs.112318		
4	4	3	5	98719/MAGE.Reporter		277290		N34402		UniGeneID:Hs\.27996/MAGE.CompositeSequence				Hs.27996		
1	9	11	4	110102/MAGE.Reporter		758332	79801	AA401234		UniGeneID:Hs\.123253/MAGE.CompositeSequence		SHCBP1	79801	Hs.123253		
4	10	16	28	98514/MAGE.Reporter		1114253	8139	AA604690		UniGeneID:Hs\.112569/MAGE.CompositeSequence		GAN	8139	Hs.112569		
1	5	32	2	99472/MAGE.Reporter		66815	54625	T64956		UniGeneID:Hs\.518203/MAGE.CompositeSequence		PARP14	54625	Hs.518203		
2	2	25	3	110747/MAGE.Reporter		194297	11234	H50839		UniGeneID:Hs\.437599/MAGE.CompositeSequence		HPS5	11234	Hs.437599		
4	1	10	4	116276/MAGE.Reporter		111054		T81574		UniGeneID:Hs\.404031/MAGE.CompositeSequence				Hs.404031		
2	2	18	29	116702/MAGE.Reporter		62260		AI821025		UniGeneID:Hs\.513373/MAGE.CompositeSequence			440341	Hs.513373		
4	3	10	29	108276/MAGE.Reporter		155776		AI668563		UniGeneID:Hs\.25996/MAGE.CompositeSequence				Hs.25996		
2	7	23	11	117917/MAGE.Reporter		727268		AA402179		UniGeneID:Hs\.545676/MAGE.CompositeSequence				Hs.545676		
3	8	23	2	104933/MAGE.Reporter		230562	22985	H75861		UniGeneID:Hs\.124490/MAGE.CompositeSequence		ACIN1	22985	Hs.124490		
1	3	1	8	104519/MAGE.Reporter		629542	4619	AA193024		UniGeneID:Hs\.231581/MAGE.CompositeSequence		MYH1	4619	Hs.231581		
3	1	13	4	99663/MAGE.Reporter		504794	8603	AA150741		UniGeneID:Hs\.125348/MAGE.CompositeSequence		C4orf8	8603	Hs.125348		
1	10	7	27	115005/MAGE.Reporter		1983719		AI251275		UniGeneID:Hs\.438429/MAGE.CompositeSequence		RPS19	6223	Hs.438429		
3	10	14	27	119868/MAGE.Reporter		1699405		AI050024		UniGeneID:Hs\.133046/MAGE.CompositeSequence				Hs.133046		
1	6	15	29	107202/MAGE.Reporter		309119		AI668706		UniGeneID:Hs\.55185/MAGE.CompositeSequence				Hs.55185		
4	11	20	10	107202/MAGE.Reporter		309119		AI668706		UniGeneID:Hs\.55185/MAGE.CompositeSequence				Hs.55185		
3	12	9	2	115566/MAGE.Reporter		231574	51341	H92820		UniGeneID:Hs\.465623/MAGE.CompositeSequence		ZBTB7	51341	Hs.465623		
1	10	12	5	107166/MAGE.Reporter		289714		N62952		UniGeneID:Hs\.46473/MAGE.CompositeSequence				Hs.46473		
4	6	18	11	107171/MAGE.Reporter		785610		AA448989		UniGeneID:Hs\.436429/MAGE.CompositeSequence		PTPN3	5774	Hs.436429		
3	8	6	8	115151/MAGE.Reporter		85502	54926	T71799		UniGeneID:Hs\.11184/MAGE.CompositeSequence		UBE2R2	54926	Hs.11184		
3	6	16	7	120248/MAGE.Reporter		50030		H17051		UniGeneID:Hs\.20982/MAGE.CompositeSequence		RGS8	85397	Hs.20982		
4	3	18	16	119022/MAGE.Reporter		1416081		AA878218		UniGeneID:Hs\.444127/MAGE.CompositeSequence				Hs.444127		
3	11	3	28	119022/MAGE.Reporter		1416081		AA878218		UniGeneID:Hs\.444127/MAGE.CompositeSequence				Hs.444127		
1	1	7	8	120193/MAGE.Reporter		323693	1174	W44549		UniGeneID:Hs\.489365/MAGE.CompositeSequence		AP1S1	1174	Hs.489365		
4	9	31	8	105236/MAGE.Reporter		255639	51257	N27628		UniGeneID:Hs\.445113/MAGE.CompositeSequence		MARCH-II	51257	Hs.445113		
1	12	30	7	109347/MAGE.Reporter		595197	89765	AA164846		UniGeneID:Hs\.145925/MAGE.CompositeSequence		TSGA2	89765	Hs.145925		
1	4	18	28	117922/MAGE.Reporter		954812	79026	AA504029		UniGeneID:Hs\.502756/MAGE.CompositeSequence		MGC5395	79026	Hs.502756		
3	4	17	29	117033/MAGE.Reporter		79838		AI820524		UniGeneID:Hs\.118703/MAGE.CompositeSequence		SYT10	341359	Hs.118703		
4	9	29	1	102105/MAGE.Reporter		220096	1258	H82535		UniGeneID:Hs\.147062/MAGE.CompositeSequence		CNGB1	1258	Hs.147062		
2	11	9	4	105378/MAGE.Reporter		131238		R24253		UniGeneID:Hs\.100938/MAGE.CompositeSequence				Hs.100938		
4	6	22	11	100743/MAGE.Reporter		786298		AA451859		UniGeneID:Hs\.99253/MAGE.CompositeSequence				Hs.99253		
4	9	19	11	112995/MAGE.Reporter		726628	286332	AA398212		UniGeneID:Hs\.449459/MAGE.CompositeSequence		C9orf110	401549	Hs.449459		
2	12	23	4	103822/MAGE.Reporter		809758	10768	AA454718		UniGeneID:Hs\.485365/MAGE.CompositeSequence		AHCYL1	10768	Hs.485365		
2	12	10	2	107253/MAGE.Reporter		795738	2790	AA460286		UniGeneID:Hs\.534196/MAGE.CompositeSequence		GNG10	2790	Hs.534196		
1	11	4	27	118610/MAGE.Reporter		1985494		AI254938		UniGeneID:Hs\.432401/MAGE.CompositeSequence		PRIMA1	145270	Hs.432401		
4	5	17	7	120795/MAGE.Reporter		47793	3786	H11730		UniGeneID:Hs\.374023/MAGE.CompositeSequence		KCNQ3	3786	Hs.374023		
4	7	21	11	104046/MAGE.Reporter		726786	79020	AA398392		UniGeneID:Hs\.214247/MAGE.CompositeSequence		C7orf25	79020	Hs.214247		
4	10	5	9	102019/MAGE.Reporter		322838	9902	W39569		UniGeneID:Hs\.551692/MAGE.CompositeSequence				Hs.551692		
3	4	16	1	119851/MAGE.Reporter		769921	11065	AA430504		UniGeneID:Hs\.93002/MAGE.CompositeSequence		UBE2C	11065	Hs.93002		
4	2	7	27	106822/MAGE.Reporter		1871165		AI261473		UniGeneID:Hs\.124652/MAGE.CompositeSequence				Hs.124652		
4	4	31	2	98765/MAGE.Reporter		299600	1749	N74882		UniGeneID:Hs\.99348/MAGE.CompositeSequence		DLX5	1749	Hs.99348		
1	12	32	9	106388/MAGE.Reporter		502173	8382	AA129736		UniGeneID:Hs\.519602/MAGE.CompositeSequence		NME5	8382	Hs.519602		
3	7	31	2	105487/MAGE.Reporter		134948	57619	R31785		UniGeneID:Hs\.137459/MAGE.CompositeSequence		ShrmL	57619	Hs.137459		
2	11	29	6	118037/MAGE.Reporter		268946	9391	N26062		UniGeneID:Hs\.12109/MAGE.CompositeSequence		WDR39	9391	Hs.12109		
2	6	1	12	120335/MAGE.Reporter		248117		N58417		UniGeneID:Hs\.269027/MAGE.CompositeSequence		GALNT5	11227	Hs.269027		
2	7	32	2	112186/MAGE.Reporter		292519	25824	N68467		UniGeneID:Hs\.502823/MAGE.CompositeSequence		PRDX5	25824	Hs.502823		
3	7	31	11	115071/MAGE.Reporter		199505	57337	R97502		UniGeneID:Hs\.529551/MAGE.CompositeSequence		SENP7	57337	Hs.529551		
3	1	15	1	115434/MAGE.Reporter		360047	6604	AA035796		UniGeneID:Hs\.444445/MAGE.CompositeSequence		SMARCD3	6604	Hs.444445		
1	11	18	10	108168/MAGE.Reporter		744436		AA621224		UniGeneID:Hs\.112954/MAGE.CompositeSequence				Hs.112954		
1	5	1	6	111533/MAGE.Reporter		293985	84132	N66068		UniGeneID:Hs\.31856/MAGE.CompositeSequence		USP42	84132	Hs.31856		
1	9	21	1	108166/MAGE.Reporter		469412	2271	AA026917		UniGeneID:Hs\.498239/MAGE.CompositeSequence		FH	2271	Hs.498239		
2	6	7	8	117896/MAGE.Reporter		897732	10713	AA598988		UniGeneID:Hs\.469173/MAGE.CompositeSequence		USP39	10713	Hs.469173		
4	8	21	6	107619/MAGE.Reporter		436029	6283	AA700005		UniGeneID:Hs\.19413/MAGE.CompositeSequence		S100A12	6283	Hs.19413		
2	7	15	1	107595/MAGE.Reporter		47647		H16256		UniGeneID:Hs\.521328/MAGE.CompositeSequence		FLJ20397	54919	Hs.521328		
3	4	14	8	119859/MAGE.Reporter		75905		AI821036		UniGeneID:Hs\.541810/MAGE.CompositeSequence				Hs.541810		
4	8	21	29	119859/MAGE.Reporter		75905		AI821036		UniGeneID:Hs\.541810/MAGE.CompositeSequence				Hs.541810		
4	2	14	7	111525/MAGE.Reporter		33028	144100	R19233		UniGeneID:Hs\.12332/MAGE.CompositeSequence		PLEKHA7	144100	Hs.12332		
3	2	19	2	116250/MAGE.Reporter		121316	182	T96854		UniGeneID:Hs\.224012/MAGE.CompositeSequence		JAG1	182	Hs.224012		
4	1	28	4	116245/MAGE.Reporter		121012	343190	T96146		UniGeneID:Hs\.291235/MAGE.CompositeSequence		LOC200008	200008	Hs.291235		
1	5	29	2	103991/MAGE.Reporter		129446	66002	R11209		UniGeneID:Hs\.131459/MAGE.CompositeSequence		CYP4F12	66002	Hs.131459		
3	1	14	29	100289/MAGE.Reporter		564408		AA121632		UniGeneID:Hs\.70843/MAGE.CompositeSequence		APBA1	320	Hs.70843		
4	2	12	9	100289/MAGE.Reporter		564408		AA121632		UniGeneID:Hs\.70843/MAGE.CompositeSequence		APBA1	320	Hs.70843		
2	3	9	9	101646/MAGE.Reporter		376494		AA041257		UniGeneID:Hs\.62031/MAGE.CompositeSequence				Hs.62031		
2	10	29	10	108212/MAGE.Reporter		111460	904	T83219		UniGeneID:Hs\.279906/MAGE.CompositeSequence		CCNT1	904	Hs.279906		
1	8	5	9	106009/MAGE.Reporter		356806	56301	W84528		UniGeneID:Hs\.58679/MAGE.CompositeSequence		SLC7A10	56301	Hs.58679		
1	8	16	6	116852/MAGE.Reporter		969748	4594	AA663792		UniGeneID:Hs\.485527/MAGE.CompositeSequence		MUT	4594	Hs.485527		
4	5	2	10	101399/MAGE.Reporter		229937	22907	H67761		UniGeneID:Hs\.517948/MAGE.CompositeSequence		DHX30	22907	Hs.517948		
4	3	32	10	101724/MAGE.Reporter		1055144	221079	AA621363		UniGeneID:Hs\.25362/MAGE.CompositeSequence		ARL8	221079	Hs.25362		
4	7	18	6	103709/MAGE.Reporter		358643	2193	W96450		UniGeneID:Hs\.23111/MAGE.CompositeSequence		FARSLA	2193	Hs.23111		
3	1	18	1	108528/MAGE.Reporter		810986	6992	AA485347		UniGeneID:Hs\.82887/MAGE.CompositeSequence		PPP1R11	6992	Hs.82887		
4	4	3	7	101047/MAGE.Reporter		73702	25842	T54544		UniGeneID:Hs\.292316/MAGE.CompositeSequence		ASF1A	25842	Hs.292316		
1	10	20	5	109774/MAGE.Reporter		357449	200634	W93943		UniGeneID:Hs\.59509/MAGE.CompositeSequence		KRTCAP3	200634	Hs.59509		
2	1	4	4	113961/MAGE.Reporter		292964	9585	N63752		UniGeneID:Hs\.240/MAGE.CompositeSequence		MPHOSPH1	9585	Hs.240		
2	9	4	5	119170/MAGE.Reporter		809731	4335	AA455508		UniGeneID:Hs\.253552/MAGE.CompositeSequence		MNT	4335	Hs.253552		
2	2	12	9	102262/MAGE.Reporter		549558	54908	AA129249		UniGeneID:Hs\.368710/MAGE.CompositeSequence		FLJ20364	54908	Hs.368710		
2	5	30	7	119070/MAGE.Reporter		838434	1420	AA457297		UniGeneID:Hs\.72910/MAGE.CompositeSequence		CRYGC	1420	Hs.72910		
2	11	13	3	105994/MAGE.Reporter		123439		R00495		UniGeneID:Hs\.179750/MAGE.CompositeSequence				Hs.179750		
3	5	9	29	112920/MAGE.Reporter		510069	56649	AA053033		UniGeneID:Hs\.161985/MAGE.CompositeSequence		TMPRSS4	56649	Hs.161985		
3	3	23	11	116339/MAGE.Reporter		38325		R35703		UniGeneID:Hs\.106304/MAGE.CompositeSequence				Hs.106304		
4	1	20	11	105264/MAGE.Reporter		726659		AA398245		UniGeneID:Hs\.508373/MAGE.CompositeSequence				Hs.508373		
4	3	8	8	113770/MAGE.Reporter		307917	163050	AI668686		UniGeneID:Hs\.306478/MAGE.CompositeSequence		FLJ38281	163051	Hs.306478		
1	6	13	29	113770/MAGE.Reporter		307917	163050	AI668686		UniGeneID:Hs\.306478/MAGE.CompositeSequence		FLJ38281	163051	Hs.306478		
2	5	32	22	111750/MAGE.Reporter		1700880		AI049827		UniGeneID:Hs\.530358/MAGE.CompositeSequence		NXF2	56001	Hs.530358		
1	9	10	27	111750/MAGE.Reporter		1700880		AI049827		UniGeneID:Hs\.530358/MAGE.CompositeSequence		NXF2	56001	Hs.530358		
1	11	18	28	115562/MAGE.Reporter		995665		AA531128		UniGeneID:Hs\.369819/MAGE.CompositeSequence		TBC1D16	125058	Hs.369819		
2	6	3	5	114747/MAGE.Reporter		281630		N51620		UniGeneID:Hs\.28694/MAGE.CompositeSequence				Hs.28694		
4	5	14	27	120194/MAGE.Reporter		1604769		AA989297		UniGeneID:Hs\.434909/MAGE.CompositeSequence				Hs.434909		
1	2	12	7	112374/MAGE.Reporter		51405	85315	H18949		UniGeneID:Hs\.239388/MAGE.CompositeSequence		C6orf33	85315	Hs.239388		
2	4	6	5	111725/MAGE.Reporter		277714		N46885		UniGeneID:Hs\.29680/MAGE.CompositeSequence				Hs.29680		
4	5	17	29	114983/MAGE.Reporter		1000334		AA533520		UniGeneID:Hs\.17731/MAGE.CompositeSequence		FLJ12892	64770	Hs.17731		
3	3	6	5	117817/MAGE.Reporter		207900		H60288		UniGeneID:Hs\.468349/MAGE.CompositeSequence		FLJ23451	79823	Hs.468349		
4	6	28	6	103695/MAGE.Reporter		796689	8620	AA460688		UniGeneID:Hs\.104555/MAGE.CompositeSequence		NPFF	8620	Hs.104555		
1	8	1	3	103164/MAGE.Reporter		108316	5866	T70580		UniGeneID:Hs\.13759/MAGE.CompositeSequence		RAB3IL1	5866	Hs.13759		
1	6	31	8	116743/MAGE.Reporter		565734	195828	AA135809		UniGeneID:Hs\.494557/MAGE.CompositeSequence		ZNF367	195828	Hs.494557		
4	6	13	9	114091/MAGE.Reporter		565693		AA129668		UniGeneID:Hs\.203920/MAGE.CompositeSequence				Hs.203920		
1	7	15	29	114091/MAGE.Reporter		565693		AA129668		UniGeneID:Hs\.203920/MAGE.CompositeSequence				Hs.203920		
1	8	5	7	115725/MAGE.Reporter		45877	222962	H08581		UniGeneID:Hs\.4302/MAGE.CompositeSequence		SLC29A4	222962	Hs.4302		
1	7	6	10	120309/MAGE.Reporter		1030805		AA620309		UniGeneID:Hs\.458623/MAGE.CompositeSequence				Hs.458623		
4	10	6	3	106817/MAGE.Reporter		66467	134526	R16015		UniGeneID:Hs\.439127/MAGE.CompositeSequence		CACH-1	134526	Hs.439127		
4	12	20	27	118229/MAGE.Reporter		1569639	51112	AA934528		UniGeneID:Hs\.467586/MAGE.CompositeSequence			440845	Hs.467586		
3	9	22	6	112122/MAGE.Reporter		243882	8493	N33955		UniGeneID:Hs\.286073/MAGE.CompositeSequence		PPM1D	8493	Hs.286073		
4	2	20	10	103415/MAGE.Reporter		126474	4598	R06715		UniGeneID:Hs\.130607/MAGE.CompositeSequence		MVK	4598	Hs.130607		
3	10	28	6	118185/MAGE.Reporter		283436	5910	N50636		UniGeneID:Hs\.132858/MAGE.CompositeSequence		RAP1GDS1	5910	Hs.132858		
1	9	14	2	100421/MAGE.Reporter		81331		T60075		UniGeneID:Hs\.408061/MAGE.CompositeSequence		FABP5	2171	Hs.408061		
3	9	7	11	100370/MAGE.Reporter		754255		AA479276		UniGeneID:Hs\.105636/MAGE.CompositeSequence				Hs.105636		
3	1	14	5	98619/MAGE.Reporter		810119	6615	AA464983		UniGeneID:Hs\.48029/MAGE.CompositeSequence		SNAI1	6615	Hs.48029		
4	7	30	8	114184/MAGE.Reporter		731311	151887	AA416767		UniGeneID:Hs\.477128/MAGE.CompositeSequence		URB	151887	Hs.477128		
1	9	21	5	117714/MAGE.Reporter		810089	286077	AA464963		UniGeneID:Hs\.67776/MAGE.CompositeSequence		FLJ46072	286077	Hs.67776		
2	3	24	11	108054/MAGE.Reporter		785337		AA449174		UniGeneID:Hs\.164298/MAGE.CompositeSequence			439987	Hs.164298		
1	10	10	3	111645/MAGE.Reporter		126883		R07319		UniGeneID:Hs\.546441/MAGE.CompositeSequence		PHC3	80012	Hs.546441		
4	9	21	3	99388/MAGE.Reporter		134856	152816	R32248		UniGeneID:Hs\.24510/MAGE.CompositeSequence		FLJ23657	152816	Hs.24510		
2	9	7	12	103859/MAGE.Reporter		245838		N55326		UniGeneID:Hs\.464572/MAGE.CompositeSequence		NDUFV2	4729	Hs.464572		
1	1	7	10	98975/MAGE.Reporter		1031561	149194	AA609300		UniGeneID:Hs\.166270/MAGE.CompositeSequence		LOC400745	400745	Hs.166270		
4	7	32	7	106012/MAGE.Reporter		302632	10233	N90281		UniGeneID:Hs\.155586/MAGE.CompositeSequence		B7	10233	Hs.155586		
1	2	12	1	98694/MAGE.Reporter		358457	3187	W96058		UniGeneID:Hs\.202166/MAGE.CompositeSequence		HNRPH1	3187	Hs.202166		
4	11	15	9	109570/MAGE.Reporter		950479	221061	AA599122		UniGeneID:Hs\.66762/MAGE.CompositeSequence		C10orf38	221061	Hs.66762		
1	1	8	1	114597/MAGE.Reporter		187147	54453	R83223		UniGeneID:Hs\.472270/MAGE.CompositeSequence		RIN2	54453	Hs.472270		
2	5	7	29	98673/MAGE.Reporter		594882		AA165267		UniGeneID:Hs\.72488/MAGE.CompositeSequence				Hs.72488		
2	11	26	3	120302/MAGE.Reporter		198033		R94250		UniGeneID:Hs\.534743/MAGE.CompositeSequence			391706	Hs.534743		
2	10	5	3	104104/MAGE.Reporter		309092	9474	N95381		UniGeneID:Hs\.486063/MAGE.CompositeSequence		APG5L	9474	Hs.486063		
1	11	18	2	106945/MAGE.Reporter		141589	84528	R69071		UniGeneID:Hs\.551153/MAGE.CompositeSequence				Hs.551153		
2	6	13	29	102097/MAGE.Reporter		299464		N71076		UniGeneID:Hs\.540469/MAGE.CompositeSequence				Hs.540469		
3	4	24	9	103167/MAGE.Reporter		782593		AA447540		UniGeneID:Hs\.541455/MAGE.CompositeSequence				Hs.541455		
4	6	10	10	103299/MAGE.Reporter		38816	7277	R36063		UniGeneID:Hs\.75318/MAGE.CompositeSequence		TUBA1	7277	Hs.75318		
3	10	3	7	101595/MAGE.Reporter		52974	55644	H29625		UniGeneID:Hs\.525196/MAGE.CompositeSequence		OSGEP	55644	Hs.525196		
4	9	25	5	115488/MAGE.Reporter		501651		AA135748		UniGeneID:Hs\.439445/MAGE.CompositeSequence				Hs.439445		
1	8	23	1	98494/MAGE.Reporter		810813	6273	AA458884		UniGeneID:Hs\.516484/MAGE.CompositeSequence		S100A2	6273	Hs.516484		
3	6	29	11	117461/MAGE.Reporter		430314	3242	AA010605		UniGeneID:Hs\.2899/MAGE.CompositeSequence		HPD	3242	Hs.2899		
2	5	12	7	109805/MAGE.Reporter		85195	10912	T71360		UniGeneID:Hs\.9701/MAGE.CompositeSequence		GADD45G	10912	Hs.9701		
2	1	15	9	115337/MAGE.Reporter		366057	993	AA071514		UniGeneID:Hs\.1634/MAGE.CompositeSequence		CDC25A	993	Hs.1634		
2	8	2	4	107666/MAGE.Reporter		297212	55600	N79237		UniGeneID:Hs\.50813/MAGE.CompositeSequence		ITLN1	55600	Hs.50813		
2	8	8	28	118668/MAGE.Reporter		1290714		AA876610		UniGeneID:Hs\.125350/MAGE.CompositeSequence				Hs.125350		
3	9	23	6	120094/MAGE.Reporter		755952	5364	AA496565		UniGeneID:Hs\.476209/MAGE.CompositeSequence		PLXNB1	5364	Hs.476209		
4	5	22	3	111771/MAGE.Reporter		135450		R32750		UniGeneID:Hs\.491861/MAGE.CompositeSequence		YTHDF3	253943	Hs.491861		
4	3	5	10	99717/MAGE.Reporter		950098	92421	AA598402		UniGeneID:Hs\.183861/MAGE.CompositeSequence		Shax3	92421	Hs.183861		
4	6	15	3	117605/MAGE.Reporter		124241		R02016		UniGeneID:Hs\.19281/MAGE.CompositeSequence		PTPN14	5784	Hs.19281		
4	11	21	27	103933/MAGE.Reporter		1559374		AA918339		UniGeneID:Hs\.445143/MAGE.CompositeSequence				Hs.445143		
4	1	1	5	110270/MAGE.Reporter		809652	129804	AA454675		UniGeneID:Hs\.437696/MAGE.CompositeSequence		FLJ37440	129804	Hs.437696		
4	5	30	2	103539/MAGE.Reporter		470379	6769	AA031284		UniGeneID:Hs\.56045/MAGE.CompositeSequence		STAC	6769	Hs.56045		
3	6	3	2	103539/MAGE.Reporter		470379	6769	AA031284		UniGeneID:Hs\.56045/MAGE.CompositeSequence		STAC	6769	Hs.56045		
4	3	32	28	116224/MAGE.Reporter		841079		AA486773		UniGeneID:Hs\.321273/MAGE.CompositeSequence		SEC8L1	60412	Hs.321273		
2	12	10	3	109602/MAGE.Reporter		124087	84901	R02597		UniGeneID:Hs\.513470/MAGE.CompositeSequence		NFATC2IP	84901	Hs.513470		
3	12	16	7	103101/MAGE.Reporter		49172	166785	H15522		UniGeneID:Hs\.117747/MAGE.CompositeSequence		MMAA	166785	Hs.117747		
3	5	16	7	105474/MAGE.Reporter		33511		R19545		UniGeneID:Hs\.476432/MAGE.CompositeSequence		SLMAP	7871	Hs.476432		
1	8	29	27	105339/MAGE.Reporter		1535231	9154	AA918008		UniGeneID:Hs\.459187/MAGE.CompositeSequence		SLC28A1	9154	Hs.459187		
2	11	10	11	105028/MAGE.Reporter		754559		AA406301		UniGeneID:Hs\.469971/MAGE.CompositeSequence		C2orf27	29798	Hs.469971		
3	8	19	27	108365/MAGE.Reporter		1576291	348681	AA972876		UniGeneID:Hs\.369592/MAGE.CompositeSequence		THADA	63892	Hs.369592		
