clone.id	gene.name	unigene.id	genbank.acc
1734161		Hs.308221	AI191943
1641604		Hs.130671	AI005642
813850	EIF2C1	Hs.14520	AA447791
753982		Hs.7882	AA478747
1642620		Hs.132111	AI041161
1947890		Hs.228315	AI350489
681992		Hs.323091	AA256200
1567660		Hs.128804	AA976208
47626	ATRN	Hs.194019	H11325
1840693		Hs.147756	AI220606
324946		Hs.194154	AA284281
1556428	GRIA3	Hs.100014	AA935263
256984	EIF2B1	Hs.78592	N26791
85060	CGI-44	Hs.8185	T74688
340840		Hs.164036	W56541
981925		NA	NA
1838027		NA	NA
1609304	KIAA0939	Hs.12785	AI000878
773580		NA	NA
147533		Hs.278585	R81433
446888		Hs.58819	AA699677
1683312		Hs.135473	AI088183
448639		Hs.121914	AA777353
1916566		Hs.190798	AI347472
1626920		Hs.192154	AA994908
140197	LOC51299	Hs.103291	R66101
280217		NA	NA
220167		Hs.222581	H84708
950489	SOD1	Hs.75428	AA599127
704062	SIRT3	Hs.19306	AA279020
276905		Hs.44669	N34943
1635825		Hs.181679	AA995948
1732915		NA	NA
51237	FLJ20156	Hs.12692	H19122
1715175		Hs.143589	AI149431
1604340		Hs.129115	AA987643
731256	MGC3048	Hs.115437	AA416696
1543969		Hs.132471	AA922060
824610		Hs.172156	AA490999
1713773		Hs.143557	AI148582
841153	MGC2508	Hs.11110	AA487046
209389		Hs.268949	H64099
1849383		Hs.153981	AI248035
1470545		Hs.250638	AA864534
470122	KCNMB1	Hs.93841	AA029299
984044		Hs.292833	AA541579
1586142	FLJ20363	Hs.321622	AA973992
1871218		Hs.303888	AI261505
840514		Hs.243779	AA485969
297186		Hs.49872	N70455
290101		Hs.24906	N63261
1552424		Hs.113010	AA927023
1577887		NA	NA
306789		NA	NA
432656	LOC54472	Hs.25413	AA700547
756471	KIAA1355	Hs.38002	AA436405
279092		NA	NA
1553996		Hs.252938	AA933076
911129		Hs.105121	AA480771
1560699		Hs.127352	AA954782
151620		Hs.109748	H03154
1754442		Hs.143911	AI205936
111377	LOC51765	Hs.23643	T84468
1641692		Hs.128371	AI024418
703976		Hs.193957	AA279083
1695115		Hs.230279	AI093359
241042		Hs.108679	H91296
956859		Hs.120851	AA506808
366154	CAMK2G	Hs.250857	AA062813
1935140		Hs.157347	AI367168
1843262		Hs.107101	AI221690
47005		Hs.6818	H09825
208275		NA	NA
1736907	KIAA0971	Hs.84429	AI125268
1699103		Hs.194557	AI003503
46740	MOT8	Hs.25924	H10068
1687674		Hs.308168	AI168286
814309		Hs.23120	AA459108
914240		Hs.324795	AA572801
462594		Hs.222819	AA705102
327748		NA	NA
289513		Hs.48621	N62745
364108		NA	NA
841475	KIAA0666	Hs.197751	AA487243
727792	PDE1A	Hs.41717	AA393408
40014	NPTXR	Hs.91622	R52651
149023		NA	NA
1570513		NA	NA
1935213	FLJ20259	Hs.9956	AI339735
194155		Hs.101490	H51055
429065		NA	NA
868574		Hs.204309	AA775080
126341		Hs.288965	R06438
448514	CAPN5	Hs.6133	AA777637
42044	FLJ21558	Hs.120200	R60289
1848967		Hs.239066	AI247943
261604	KIAA0892	Hs.112751	H98706
2165126	HRAS	Hs.37003	AI536679
743774	IMP-2	Hs.30299	AA634300
451918	RNAHP	Hs.8765	AA706964
1584027		Hs.192085	AA972271
450744		NA	NA
359087		Hs.323196	W92206
745096		Hs.116157	AA626352
206768		Hs.271396	R98033
1704043	NLGN3	Hs.47320	AI159884
2012757	D2S448	Hs.118893	AI356709
1569921		Hs.313494	AA962325
470781		Hs.180059	AA031989
295412	RAD51L1	Hs.100669	N70362
1048668		NA	NA
460218		NA	NA
1842878		Hs.144807	AI221933
1543883		Hs.132453	AA921856
953979		Hs.291224	AA524628
491504	IGFBP1	Hs.102122	AA148812
120297		Hs.188495	T96998
462795		Hs.120949	AA705283
666218	TGFB2	Hs.169300	AA233738
877646	SLIT1	Hs.133466	AA488181
745514		Hs.187396	AA626237
201990		Hs.191979	R99333
160496		NA	NA
279711	FLJ21919	Hs.105894	N45732
1555245		Hs.144846	AA931431
1579749		Hs.127110	AA961639
1734747		Hs.146981	AI183970
1897997		Hs.144069	AI299651
153099		Hs.107635	AI732263
1709150		Hs.100206	AI130823
1847597		Hs.235432	AI240199
50877	IGLL3	Hs.296552	H18423
213280		Hs.289056	H69833
1461568		Hs.29667	AA885292
26169		Hs.137564	R12845
462144	ARSE	Hs.74131	AA705395
448323		Hs.121925	AA777474
1468093		Hs.125960	AA889427
898098	TACC1	Hs.173159	AA598796
460158		Hs.303448	AA676917
1860909	ETS2	Hs.85146	AI199767
301752		NA	NA
136180		Hs.107057	R33152
1661976	ZNF3	Hs.20082	AI081757
1951008		Hs.50823	AI336417
1699915		Hs.130329	AI003110
175846	KIAA0237	Hs.78748	H41394
262968		Hs.42721	H99722
417307		Hs.83617	W90002
1007284	FLJ20055	Hs.243756	AA244164
731083		NA	NA
611956	KPNA1	Hs.169149	AA180045
566589	LOC58495	Hs.71935	AA151181
745802		Hs.191602	AA420602
2017674	CSPG5	Hs.45127	AI369838
201586		Hs.35785	R97986
269743		Hs.43889	N27121
51775		Hs.22657	H23213
343256	FLJ11362	Hs.8929	W67372
301710		Hs.206063	N90849
510420		Hs.303070	AA055623
1618974		Hs.231175	AA992088
782331	AKL3L	Hs.43436	AA431256
812175		Hs.237382	AA455404
132019		Hs.23546	R23575
1578342		NA	NA
1562819	MAGEB3	Hs.113290	AA936574
1420830		Hs.165464	AA826324
1897288		NA	NA
795729	BAD	Hs.76366	AA460291
823688	MAN1A1	Hs.25253	AA489636
1755887		Hs.129981	AI217892
67037		Hs.51615	T70329
1604367		Hs.265131	AA987675
786677	HE4	Hs.2719	AA451905
66341		Hs.194040	T66849
435680		NA	NA
1405214	FLJ10432	Hs.143187	AA843231
263013	PLOD2	Hs.41270	H99816
392703	LOC55810	Hs.120844	AA708054
1692254		Hs.209406	AI090827
47459		Hs.125087	H11453
1456174	MAPK9	Hs.246857	AA862471
451104	KIAA0252	Hs.83419	AA704524
117885		Hs.208816	AI820511
68049		Hs.103391	T52829
1639423		NA	NA
1541015		NA	NA
197067		Hs.35124	R93401
1647944		Hs.132056	AI040906
1580110		Hs.127742	AA962374
297883		Hs.49582	AI822092
416889		Hs.58913	W86832
418138	NR0B2	Hs.11930	W90085
266336	CRHBP	Hs.115617	N26546
1628435		Hs.307537	AA994050
1160531		NA	NA
1762317		Hs.151117	AI206030
897590		NA	NA
2272704	NR0B1	Hs.268490	AI681514
768400		Hs.293796	AA495812
377363		Hs.187578	AA055052
1517497		Hs.128520	AA903056
50772		Hs.13467	H16803
73526		Hs.9905	T55547
1737167		Hs.306254	AI125630
130005		Hs.322406	R11609
1556132		Hs.128859	AA977711
344958		Hs.214507	W72892
223350	CP	Hs.296634	H86554
1915081		Hs.158521	AI371327
282553		NA	NA
1733883		Hs.144605	AI190584
1653434		Hs.188478	AI051935
1697910		Hs.135108	AI096353
731283		Hs.8116	AA416631
1619693	KIAA1028	Hs.129836	AA991810
666663		Hs.43231	AA233009
29954	C22ORF1	Hs.159538	R14750
344834		Hs.58093	W70264
31022	KIAA1045	Hs.7989	R18357
211878		Hs.247123	H68434
811834	KIAA0721	Hs.284141	AA443043
785788		Hs.57773	AA449026
784258		Hs.67619	AA446898
612005	DKFZP434C171	Hs.209100	AA180861
1560768		Hs.123555	AA969249
486984	KIAA1151	Hs.6298	AA043878
1839799		Hs.149030	AI142316
2058279	HSPC242	Hs.25199	AI340868
703546	FLJ11360	Hs.28891	AA278590
139376	FLJ20748	Hs.91973	R64465
418366		Hs.175550	W92858
453355		Hs.269654	AA779119
1520793	AQP2	Hs.37025	AA910952
270849		Hs.269059	N32962
383823		NA	NA
1751797		Hs.145142	AI150032
796589	FLJ20507	Hs.202955	AA461445
30986		Hs.22279	R17712
247446		Hs.114453	N58052
283208		Hs.29397	N51367
827185		Hs.111460	AA521313
1753121		Hs.143726	AI184206
1706678	BAG3	Hs.15259	AI148335
2252629	DLG2	Hs.215839	AI669774
289790		Hs.173012	N62996
126883		Hs.19936	R07319
1049257		Hs.112893	AA620736
22700		Hs.119029	R43566
796671		Hs.66072	AA460135
40594		Hs.310119	R55674
66423		Hs.221396	R15715
785695	KIAA1165	Hs.30340	AA449330
1641874		Hs.131282	AI018393
1754677		Hs.148531	AI200920
2032201		Hs.145414	AI253720
488683		Hs.62716	AA044692
206779		Hs.27902	R98072
1551719		Hs.131834	AA933588
1589958		Hs.166357	AA977282
1846949	DKFZP434M131	Hs.189296	AI239810
1540669		NA	NA
1753787		Hs.145259	AI218684
1900226		Hs.155290	AI306441
1562894		NA	NA
824054		Hs.105265	
782501		Hs.6748	AA431772
448032	AZU1	Hs.72885	AA702802
703864		Hs.88528	AA278407
1011106		Hs.185831	AA229123
454341	MYL4	Hs.298161	AA677258
448347		NA	NA
730147		Hs.104779	AA412499
347716	LOC51629	Hs.237924	W81366
767298	PIN4	Hs.11774	AA418383
1932246		Hs.134088	AI265870
489076	EMILIN	Hs.63348	AA057129
530485	BAZ2A	Hs.277401	AA099955
327593		Hs.55415	W20396
25409		Hs.22292	R17762
1659667		Hs.129273	AI039816
1519224	FGD1	Hs.1572	AA902269
293819	LOC56898	Hs.124696	N65985
1505194		Hs.128579	AA906109
1639581		Hs.98232	AI024471
1737905		Hs.146577	AI139916
124907		Hs.154485	R05930
31893		Hs.11522	R17865
1753642		Hs.192272	AI217955
795867		NA	NA
1536941		Hs.138531	AA933853
412983		Hs.118145	AA707753
1848698	HRBL	Hs.251678	AI247494
1712987		Hs.146504	AI129834
1942549	CACNA1C	Hs.89925	AI202954
1030953	LOC80298	Hs.5009	AA620357
1909137		Hs.150158	AI300611
1188588	PDEF	Hs.79414	AA662164
1292565		Hs.120359	AA719045
858469	THBS3	Hs.169875	AA774044
292306		NA	NA
1572185		Hs.116524	AA931721
1757705	FLJ20173	Hs.5472	AI198506
1564684		Hs.148368	AA928744
268650		Hs.42456	N23940
232950	LHPP	Hs.20950	H74009
292522		Hs.38022	N68463
740788	ASNA1	Hs.165439	AA479713
1687998	RODH-4	Hs.134958	AI093928
178006	FLJ22233	Hs.286194	H46908
135887	AXIN2	Hs.127337	R33823
118407		Hs.193946	AI820569
366071		Hs.7471	AA074614
429011		Hs.269079	AA004588
39574	KIAA1240	Hs.62576	R51886
1670631	FADS2	Hs.184641	AI094611
110403		NA	NA
768612		Hs.98480	AA425131
232878		NA	NA
1753286		Hs.148669	AI203656
264465		Hs.30981	N20522
2351095	TMPRSS2	Hs.318545	AI673506
1613399		Hs.130267	AI001863
1761925	CYP27B1	Hs.199270	AI222585
1693442	FLJ10873	Hs.22983	AI141922
447520		Hs.183765	AA702248
143208		Hs.24240	R73868
450836		Hs.207777	AA682597
450111		Hs.120964	AA703519
1574383		Hs.174379	AA954906
448017		Hs.190368	AA702795
253132		NA	NA
1556890		Hs.130871	AA935942
1899759		NA	NA
1569604	PABPN1	Hs.117176	AA934493
2019217	SYP	Hs.75667	AI360356
814934		Hs.99648	AA465518
810954		Hs.194058	AA459386
825742	SLC1A1	Hs.91139	AA504845
1010382		NA	NA
291097	LOC51303	Hs.24048	N72137
726527		Hs.119143	AA394188
1846006		Hs.147620	AI218176
687551	SUCLG2	Hs.247309	AA234519
743263	FLJ10846	Hs.32271	AA400093
1577891		Hs.128270	AA973026
1561409	PUNC	Hs.189847	AA953395
1293135		NA	NA
122140		NA	NA
221341		NA	NA
842820		NA	NA
40842		Hs.140942	R55784
700507		Hs.231484	AA291138
139349		Hs.268746	R63740
1508508		Hs.120999	AA947865
1844971		Hs.147623	AI218200
1393834	NR6A1	Hs.278599	AA853954
2009574	T	Hs.143507	AI337100
1461048		Hs.281587	AA890136
28861	PACSIN3	Hs.256310	R40974
342187		Hs.109968	W63783
1155958		NA	NA
1572630	FLJ21302	Hs.128071	AA970851
156403		Hs.29323	AI668575
YOR094W	ORF	NA	NA
1560232	ETV3	Hs.179214	AA948144
755373	ZNF151	Hs.33532	AA410283
1031907		NA	NA
1649374	HGD	Hs.15113	AI026973
471852		Hs.143813	AA035651
451019		NA	NA
2165360		Hs.8854	AI498125
435452		Hs.36341	AA701483
307337	KIAA0758	Hs.22039	N95226
1569217		Hs.128713	AA973538
137531		NA	NA
452393	FLJ11058	Hs.180817	AA700148
324762		Hs.94680	AA284112
1562142		Hs.217161	AA936370
898121	SAE1	Hs.250747	AA598486
245883		Hs.322899	N55361
1601601	CSF2	Hs.1349	AA995402
1643987		Hs.132299	AI027948
713004		Hs.49407	AA282491
1579572	TIC	Hs.110121	AA969016
1582044		Hs.128078	AA971012
770334		Hs.142481	AA433993
321908	FLJ20150	Hs.108502	W37679
1469138	FGA	Hs.90765	AA865707
184367		NA	NA
810729	RCN1	Hs.167791	AA457719
1853452		Hs.149048	AI243501
462368		Hs.186828	AA705540
1031966		Hs.112765	AA609774
1759663		Hs.5020	AI219040
1075956		Hs.324915	AA587608
2028836		Hs.210689	AI263029
243652		Hs.35058	N49893
320396		Hs.55378	W16834
40006		NA	NA
295492		Hs.18103	N74915
1541386		Hs.158777	AA927883
298592	SDHA	Hs.469	N74272
1473929	ETV3	Hs.179214	AA915991
276805		Hs.209587	N40554
1684718	LOC56899	Hs.92927	AI207754
1501691		Hs.130056	AA902897
1876440		Hs.136962	AI274138
2043409	KIAA0420	Hs.129883	AI371094
796256	FLJ21156	Hs.26058	AA460822
1132291		Hs.116465	AA631782
1581449		Hs.128920	AA983858
783075		Hs.292741	AA467791
897105		Hs.117010	AA676876
120277	KIAA0929	Hs.184245	T96987
924929		Hs.91109	AA515712
322923		Hs.55878	W45031
470079		NA	NA
1734055		NA	NA
1845988		Hs.147619	AI218168
27916		Hs.249979	R13408
358046		Hs.59554	W92656
745918	ACPP	Hs.1852	AA420721
60540		Hs.8246	T39354
1838178		Hs.143863	AI208607
27787	CHL1	Hs.210863	R13014
1735864		NA	NA
814702	SRP72	Hs.237825	AA481069
207293		Hs.37756	H59625
108719		Hs.12664	T72668
121470	TOK-1	Hs.279862	T97285
251311		Hs.117974	H97055
196832		Hs.191525	R92856
852985		NA	NA
39843	TNRC4	Hs.26047	R53527
611935	PABPC1	Hs.172182	AA179010
1570420	SCYA1	Hs.72918	AA931884
2029171		Hs.145391	AI253159
1291946		Hs.120010	AA707448
1569462		Hs.127798	AA973917
1845367		Hs.144769	AI218367
241794		Hs.102298	H90572
730706	DJ402G11.8	Hs.62880	AA411900
428131		Hs.323205	AA001860
788445		Hs.237642	AA450041
209331		Hs.38383	H65514
135118	GATA3	Hs.169946	R31441
726064		NA	NA
753139		Hs.97819	AA400666
757234		Hs.28773	AA426065
191599		Hs.32728	H37988
1738723		Hs.145047	AI187832
1583974		Hs.128170	AA972067
302286		NA	NA
39288		Hs.24896	R52346
756184		Hs.66163	AA481859
23176		Hs.192854	R39223
289005	HCN2	Hs.124161	N59822
154753		NA	NA
26505	CRMP5	Hs.299315	R13517
1423100	CLECSF5	Hs.126355	AA836861
38356	CYP46	Hs.25121	R36281
306806		Hs.7988	N91900
320794		Hs.279934	W31717
1476019		Hs.126208	AA872454
666639	KIAA0372	Hs.170098	AA233339
199239	DKFZP586N0819	Hs.47144	R95774
1855012		Hs.149774	AI285997
1076683		Hs.112441	AA592995
773575		Hs.126083	AA428240
277340		Hs.44583	N34415
205464		Hs.221461	H57836
266227		Hs.42245	N26711
130737		Hs.13905	R22029
770394	FCGRT	Hs.111903	AA430668
2161986	KIAA0961	Hs.189464	AI478660
198914		Hs.175414	H82971
1754941		Hs.148564	AI201291
1741884		Hs.143855	AI185773
1033969		Hs.116272	AA628856
1700358		Hs.122006	AI061208
1848188		Hs.16645	AI242851
1560702		NA	NA
293157	PPP2R3	Hs.28219	N63863
188414		NA	NA
1679531	HAS2	Hs.159226	AI142961
277083		Hs.45034	N39603
292958		Hs.269134	N69499
1755172		NA	NA
377194		Hs.265891	AA055170
213211	CLCN3	Hs.174139	H69810
80798	ITM2B	Hs.239625	T63046
1875037	WRN	Hs.150477	AI277125
131365		NA	NA
1204033		Hs.209389	AA635452
1751920		Hs.143596	AI150180
2308409	KIAA1077	Hs.70823	AI653116
448383		Hs.11087	AA778207
1666186		Hs.134795	AI090359
783144		NA	NA
363569	PTGER4	Hs.199248	AA019995
1524186		NA	NA
2312236	AHCP	Hs.95260	AI669875
1699411		Hs.292221	AI050027
278075		Hs.269111	N63490
68977	PSMB10	Hs.9661	T53775
204406		Hs.167578	H57539
281345		Hs.46772	N47877
1868555		Hs.146307	AI261785
2028672	FLJ10849	Hs.8768	AI262059
487174	ALS2CR3	Hs.154248	AA043797
1741285		Hs.190660	AI187167
195725		NA	NA
1839490		NA	NA
187601		Hs.260555	AI821444
431988		NA	NA
843041	AKAP2	Hs.42322	AA488418
33523		Hs.22590	R18961
435577		Hs.303480	AA703161
1897131		Hs.150107	AI299187
1517541		Hs.221857	AA903601
430646		NA	NA
1638803		Hs.131809	AI015960
1604320	COX7A2	Hs.70312	AA987505
298045	KIAA1233	Hs.18705	N70193
213682		Hs.165438	H71713
241932		Hs.297729	H93040
430265		Hs.60416	AA010562
843028	MSLN	Hs.155981	AA488406
1734497		Hs.147062	AI188224
143919		Hs.24529	R76408
1927187		Hs.156679	AI348237
1292828		Hs.291528	AA776692
399319		Hs.121781	AA774645
811840	KIAA0582	Hs.79507	AA443176
1738214		NA	NA
396193		Hs.17481	AA757827
730876		Hs.306654	AA417027
277487	PRO2047	Hs.284136	N48745
143523	COL5A1	Hs.146428	R75635
1866085	FLJ21634	Hs.97056	AI272007
897992		Hs.188908	AA598877
753215	GNAI1	Hs.203862	AA406364
274578	SFRS2IP	Hs.51957	R84615
209238		NA	NA
284174	ZNF189	Hs.50123	N53516
487932	FLJ20163	Hs.92254	AA045284
1564424		Hs.97990	AA934115
1983167		Hs.217834	AI252883
1625512		Hs.125869	AA994866
452446		Hs.269583	AA704794
1861706		NA	NA
1985772		Hs.145482	AI252092
2046230	FMR2	Hs.54472	AI368687
301836	FALZ	Hs.99872	N91172
625882	FLJ14038	Hs.288102	AA186685
1055707		Hs.116195	AA628113
1912854		Hs.149956	AI290427
942323		Hs.105444	AA508082
139313		Hs.28514	R64371
152891		Hs.175804	AI732301
1031142	CDC14B	Hs.22116	AA609927
1566928		Hs.135292	AI091214
290181		NA	NA
1032710		Hs.291244	AA670269
1658859		Hs.104744	AI039472
280957	KIAA0202	Hs.80712	N50853
1276477		Hs.116287	AA694502
1542582		Hs.216373	AA907071
1560436		Hs.127383	AA954338
1034608		Hs.94000	AA779814
435597	HTR3A	Hs.2142	AA703169
33645		Hs.17554	R44007
123264	CD38	Hs.66052	R00276
2029198		Hs.145395	AI253167
1631869		Hs.130553	AI004333
1502803		Hs.130690	AA894820
770860		Hs.270572	AA434388
307244		Hs.55118	N95187
1845427		Hs.166752	AI218108
32215		Hs.77948	R17439
180082		Hs.285911	R84521
279979	KIAA1173	Hs.27566	N38887
110507		Hs.180958	T82819
1374906		NA	NA
1652315		NA	NA
42070	NT5	Hs.153952	R60343
666235		Hs.90043	AA233626
436106	C2F	Hs.12045	AA701981
1842227		Hs.147699	AI219727
154093	CIR	Hs.89421	R53406
1630244		NA	NA
842785	LRPAP1	Hs.75140	AA486209
243614	PHEMX	Hs.271954	N49723
324664		Hs.154353	W47115
868469		Hs.203413	AA634270
1688460		Hs.185268	AI093795
769713		NA	NA
1585344		Hs.121518	AA976650
1558955	LOC56889	Hs.8203	AA917766
853996		Hs.272088	AA668896
2018084	SPAK	Hs.199263	AI364374
433474	SURF1	Hs.3196	AA699560
257608		Hs.102465	N27272
1865867		Hs.149102	AI244299
491733		Hs.294058	AA115266
1656967		Hs.132724	AI038082
85836		Hs.193228	T72088
418238		Hs.59295	W90282
242061		NA	NA
1619213		Hs.129664	AI001156
1645287		Hs.132864	AI026788
40580	HTR2A	Hs.298623	R55130
1560527		Hs.132426	AA948613
1220142		Hs.129816	AA688297
130342		NA	NA
269820	RPS24	Hs.180450	N27154
1950245		Hs.157216	AI342212
450491		Hs.117240	AA682888
212829		NA	NA
417388		Hs.22010	W88466
781003		Hs.104966	AA446011
340722	MLF1	Hs.85195	W56334
196824		Hs.293798	R92852
868244		NA	NA
YNL229C	ORF	NA	NA
1738602		NA	NA
840445		Hs.160422	AA485723
744911		Hs.116078	AA625791
37367	KIAA0950	Hs.182859	R26621
782499		Hs.98756	AA431771
1579567		NA	NA
1854263		Hs.22547	AI279978
824643	CAMKK2	Hs.108708	AA482162
1641215		Hs.55501	AI015267
46916	MMP16	Hs.90800	H09996
1374234		NA	NA
179256	LIPE	Hs.95351	H50238
781110	FLJ20064	Hs.271221	AA430042
1667337		Hs.124173	AI052137
1758012		Hs.308581	AI200264
1737219		Hs.231196	AI125723
1582813		Hs.124623	AA972106
340644	ITGB8	Hs.52620	W56709
451733		Hs.189004	AA707680
1640982		NA	NA
127931		Hs.185682	R08938
1737040		NA	NA
43801		Hs.151293	H05970
1685817		Hs.71222	AI097570
268237		NA	NA
62092		Hs.95511	T40198
145040		NA	NA
1239845		Hs.87767	AA705977
1712105		Hs.88808	AI129731
665144	FLJ10569	Hs.5105	AA195647
855563	MT1E	Hs.74170	AA664212
771633	KLK2	Hs.181350	AA469129
841338	MGC2683	Hs.151032	AA487428
1874347		Hs.148154	AI285180
1031967		NA	NA
970734		Hs.13377	AA774824
744896		Hs.116076	AA625774
267151	KIAA0853	Hs.136102	N23952
1846214		Hs.149031	AI243340
743146	FLJ23403	Hs.293907	AA399973
461489		Hs.190347	AA705058
119622		NA	NA
1751910		Hs.135265	AI150175
358199		Hs.59718	W95626
745418		Hs.116087	AA625844
1848741		Hs.220844	AI247751
1641704		NA	NA
1556267		NA	NA
135692	PLA2G5	Hs.290	R32409
784154		Hs.35406	AA432096
1849190		Hs.298542	AI247824
782479		Hs.98754	AA431761
143443	TBXAS1	Hs.2001	R76436
1845295		Hs.147605	AI218009
416377		NA	NA
132899	TRDN	Hs.23926	R25665
586762	PRKAR2A	Hs.289075	AA130620
131839	FOLR1	Hs.73769	R24530
1858306		Hs.154483	AI223833
916006		Hs.103226	AA579524
1734451		Hs.144078	AI188183
1870176		Hs.149174	AI245804
201203		NA	NA
44147		Hs.143746	H05811
205489		Hs.88448	H57855
1292700		NA	NA
293436		Hs.269193	N68863
1586478		Hs.128325	AA973750
415814	LOC56901	Hs.110024	W84778
811893	CHD3	Hs.25601	AA454979
1640132		Hs.134634	AI082164
1592958		Hs.187645	AA985522
810002		Hs.85015	AA454864
450557		Hs.119807	AA704258
1853543		Hs.149061	AI243625
34197		Hs.47557	R23679
857640	COL6A2	Hs.159263	AA633747
1574513		Hs.127995	AA970652
868332		Hs.914	AA634028
840803	ATP6H	Hs.24322	AA486112
1049024		Hs.122051	AA778661
1492910		Hs.41182	AA878659
112016	SPTA1	Hs.1985	T84716
795858		Hs.214174	AA460594
146358		Hs.131832	R79242
503817		Hs.70723	AA131663
1881738		NA	NA
714147	MYO9B	Hs.159629	AA284989
1203943		Hs.310810	AA635295
1862337		Hs.166507	AI054223
178782		NA	NA
448813		Hs.270100	AA777590
1564024		Hs.187901	AA933900
743697		Hs.325107	AA629336
379937		Hs.122682	AA778114
745343	REG1A	Hs.1032	AA625655
193182	TACC1	Hs.173159	H47327
967319		Hs.144388	AA527172
158272		Hs.101807	AI668579
726488	HSPC039	Hs.283037	AA399264
21738	HADHSC	Hs.8110	T65407
712388		Hs.88445	AA281718
757238		Hs.180471	AA426067
1578819	RPN1	Hs.2280	AA961071
290702		Hs.50078	N71769
290748		Hs.269033	N71792
1522773		Hs.148220	AA902196
38497	SLC2A9	Hs.95497	R36043
1901730		Hs.136982	AI302392
1641528		NA	NA
1839981		Hs.146738	AI147403
1840003		Hs.97760	AI147416
1680246		Hs.146841	AI084001
1240062		Hs.120863	AA706664
136431		Hs.24740	R34195
743197		Hs.191582	AA400006
208001	CD59	Hs.119663	H60548
1501565	GOLGA4	Hs.183773	AA887286
858447		Hs.279934	AA773993
147088	FLJ14281	Hs.266957	R80602
1441594		Hs.304347	AA916875
1837212		Hs.147426	AI214360
141972	ITM1	Hs.287850	R68805
840838		Hs.193510	AA486255
1861190		Hs.133107	AI144072
1486503		Hs.127853	AA926825
1466820	FLJ13195	Hs.213392	AA883754
1651433		Hs.134859	AI091435
1031086		Hs.112813	AA610071
1459361		Hs.69165	AA866020
395972		Hs.26870	AA757561
328821		Hs.31518	W40422
1951084		Hs.126511	AI351199
840444	FLJ22439	Hs.180040	AA485714
1609746	VMD2	Hs.182771	AA991578
140280		NA	NA
1865851		Hs.211374	AI244282
1912578		Hs.289006	AI304790
430733		Hs.3585	AA677960
813281		Hs.324275	AA455942
489805		NA	NA
504091		Hs.103388	AA130174
1738427		Hs.144712	AI187876
1639349		Hs.131570	AI024830
782406	ADSS	Hs.90011	AA431414
235026		Hs.39474	H73304
1601246		NA	NA
1156634	IL13RA1	Hs.285115	AA776554
745434	HSPC121	Hs.260622	AA625850
451729		NA	NA
1840216		Hs.147438	AI214708
1641465		Hs.192176	AI024293
897791		Hs.109426	AA598520
1555067		Hs.164589	AA954529
137931		NA	NA
435868		Hs.114057	AA701391
811878		Hs.89200	AA454633
85643	SERPINC1	Hs.75599	T62060
1839149	FLJ12610	Hs.146139	AI208690
1947865	LOC51035	Hs.77868	AI350438
1710152	SOAT1	Hs.14553	AI139693
1752462		Hs.143597	AI150287
1734763		NA	NA
280640	FLJ10582	Hs.173438	N50428
140957	MKKS	Hs.46743	R66505
144870		NA	NA
759173	PYGM	Hs.154084	AA436943
1204078		Hs.264887	AA640283
1838800		Hs.144086	AI215063
257206		Hs.43871	N26899
730638	HYPA	Hs.119325	AA411961
415988		Hs.58742	W85821
954694		Hs.292934	AA503957
453692		Hs.190835	AA776285
1007833		Hs.261445	AA225948
453225	FLJ21845	Hs.120824	AA704856
1505636		Hs.148320	AA910466
1486719		NA	NA
139996		Hs.271412	R63960
1522217		Hs.58297	AA908731
450533	SERPINA3	Hs.234726	AA704242
753792		Hs.16262	AA406114
270637		Hs.101383	N33342
1467175		Hs.148312	AA884697
1467283		Hs.125676	AA884742
165857	INPP4B	Hs.153687	R86720
782543		NA	NA
1861691		Hs.207353	AI053590
1908480		Hs.156682	AI348281
146622	BMP5	Hs.1104	R79952
1017696		Hs.283347	AA552838
1842729		Hs.144883	AI221659
1687579		Hs.290856	AI086101
925594	DKFZP434B103	Hs.289010	AA534977
130078		Hs.106095	R21408
629805		Hs.86752	AA218915
378264		NA	NA
126721		Hs.127652	R07029
1846562		Hs.148829	AI240125
1704466		Hs.135077	AI097238
1626332		Hs.131249	AI018130
1569077		NA	NA
301043		Hs.42679	N81017
1031122		Hs.112783	AA609910
1854353		Hs.130589	AI280161
1879111		Hs.58611	AI288186
79576	CFFM4	Hs.11090	T62699
277528		Hs.29668	N34518
46928		Hs.270263	H10024
357341	KIAA0764	Hs.6232	W93653
868688		Hs.193046	AA775116
161436		NA	NA
1618971		Hs.129316	AA992096
199139		Hs.268870	H82946
366523		Hs.114779	AA026759
453276	KIAA1319	Hs.18376	AA778796
753457	NDUFS1	Hs.8248	AA406535
41580		Hs.26629	R59187
299688		Hs.118241	AI822112
344919	DKFZp434P0531	Hs.284181	W72853
628602	MYL3	Hs.1815	AA192166
356707	RPS6	Hs.241507	W84472
682418	ELF4	Hs.151139	AA255811
1695207		Hs.134930	AI093397
745009		Hs.299092	AA626023
1505690		NA	NA
1534349		Hs.112554	AA918832
1590245	CDH16	Hs.115418	AA978003
1420826		NA	NA
35394		Hs.23777	R25028
1500269		Hs.128688	AA885794
1610408	NIPSNAP1	Hs.173878	AA995464
241861		Hs.269020	H93115
771240	TNFSF13	Hs.54673	AA443577
137478	LOC56251	Hs.138248	R38312
429513		Hs.131452	AA011387
1861436	CYB561	Hs.153028	AI054029
