Accession	Title	Type	Organism	Assays	Release Date	Processed Data	Raw Data	Present in Atlas	ArrayExpress URL
E-GEOD-1880	Transcription profiling of LANA induction in human Burkitts lymphoma cell line, KSHV latent infection in lymphoma and endothelial cell lines	transcription profiling by array	Homo sapiens	23	2007-08-25	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-1880/E-GEOD-1880.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-1880/E-GEOD-1880.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-1880/
E-GEOD-1925	Transcription profiling of IFN-gamma transcriptional responses in control and IFN-gamma primed primary human macrophages	transcription profiling by array	Homo sapiens	18	2007-09-01	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-1925/E-GEOD-1925.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-1925/
E-GEOD-2077	Transcription profiling of human HCT-8 cells infected with Cryptosporidium parvum sampled at multiple time points with time seriess performed in triplicate	transcription profiling by array	Homo sapiens	18	2007-11-01	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2077/E-GEOD-2077.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2077/E-GEOD-2077.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2077/
E-GEOD-2144	Transcription profiling of human oesophageal cells stimulated with a low pH environment	transcription profiling by array	Homo sapiens	10	2007-08-25	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2144/E-GEOD-2144.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2144/E-GEOD-2144.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2144/
E-GEOD-2189	Transcription profiling of human lung cancer cell A549 lines treated with the chemotherapeutic drug motexafin gaolinium at 4, 12 and 24h timepoints	transcription profiling by array	Homo sapiens	18	2007-03-12	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2189/E-GEOD-2189.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2189/E-GEOD-2189.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2189/
E-GEOD-2241	Transcription profiling time series of HOXA5 induction in human Hs578T cell line	transcription profiling by array	Homo sapiens	6	2007-08-25	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2241/E-GEOD-2241.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2241/
E-GEOD-2299	Transcription profiling of HUVEC infected with recombinant adenoviruses expressing EGR-1 or empty control viruses at a MOI of 100. RNA was isolated from the cells at the time points 16 h, 24 h and 48 h post infection	transcription profiling by array	Homo sapiens	14	2007-10-27	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2299/E-GEOD-2299.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2299/
E-GEOD-2397	Transcription profiling by array of human RKO cells after treatment with 2-hydroxy-2-nonenal	transcription profiling by array	Homo sapiens	24	2007-08-25	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2397/E-GEOD-2397.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2397/
E-GEOD-2405	Transcription profiling time series of the human polymorphonuclear leukocyte response to exposure to Anaplasma phagocytophilum or Staphylococcus aureus	transcription profiling by array	Homo sapiens	67	2007-08-25	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2405/E-GEOD-2405.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2405/
E-GEOD-2489	Transcription profiling time series of cultured human keratinocytes treated with TNFalpha in the presence or absence of the NFkB inhibitor parthenolide	transcription profiling by array	Homo sapiens	16	2007-08-21	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2489/E-GEOD-2489.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2489/E-GEOD-2489.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2489/
E-GEOD-2624	Transcription profiling of human tetracycline-regulated cell line expressing an NF-kB inhibitor to systematically identify NF-kB dependent genes	transcription profiling by array	Homo sapiens	30	2007-09-07	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2624/E-GEOD-2624.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2624/
E-GEOD-2706	Transcription profiling of human dendritic cells to identify a combinatorial code by which DCs discriminate pathogens and provide (suggest) a rationale to design adjuvants for TH1 responses	transcription profiling by array	Homo sapiens	20	2007-09-14	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2706/E-GEOD-2706.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2706/
E-GEOD-2742	Transcription profiling by array of human HT29 colorectal adenocarcinoma cells after treatment with apratoxin A	transcription profiling by array	Homo sapiens	27	2007-10-27	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2742/E-GEOD-2742.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2742/E-GEOD-2742.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2742/
E-GEOD-2770	Transcription profiling of human Th cells induced to polarize to Th1 or Th2 direction in the presence or absence of TGFbeta	transcription profiling by array	Homo sapiens	98	2007-12-12	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2770/E-GEOD-2770.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2770/
E-GEOD-2803	Transcription profiling of human PMNs to compare global gene expression in human neutrophils during spontaneous apoptosis with that in cells cultured with human GM-CSF	transcription profiling by array	Homo sapiens	38	2007-09-20	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2803/E-GEOD-2803.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2803/
E-GEOD-2822	Transcription profiling time series of human epidermal keratinocytes treated with Oncostatin-M	transcription profiling by array	Homo sapiens	19	2007-12-12	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2822/E-GEOD-2822.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2822/E-GEOD-2822.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2822/
E-GEOD-2835	Transcription profiling by array of a human conjunctival epithelial cell line after treatment with retinoic acid	transcription profiling by array	Homo sapiens	12	2007-12-12	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-2835/E-GEOD-2835.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-2835/
E-GEOD-3026	Transcription profiling of human peripheral blood mononuclear cells, or whole blood were isolated 0, 30 min, 6 h, 24 h, and 7 day after intravenous endotoxin challenge vs controls	transcription profiling by array	Homo sapiens	73	2007-12-19	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3026/E-GEOD-3026.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3026/
E-GEOD-3040	Transcription profiling of human lens epithelial cells to examine glucocorticoid induced changes	transcription profiling by array	Homo sapiens	12	2007-09-01	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3040/E-GEOD-3040.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3040/
E-GEOD-3113	Transcription profiling of human RKO cells after induction of KLF4 for different lengths of time	transcription profiling by array	Homo sapiens	15	2007-06-21	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3113/E-GEOD-3113.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3113/
E-GEOD-3183	Transcription profiling of human bronchial cell line treated with IL-13 to better understand early cytokine-mediated mechanisms that lead to asthma	transcription profiling by array	Homo sapiens	15	2007-11-01	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3183/E-GEOD-3183.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3183/E-GEOD-3183.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3183/
E-GEOD-3284	Transcription profiling of human leukocytes after an inflammatory stimulus (bacterial endotoxin) to identify significant functional modules perturbed in response to this stimulus using network analysis	transcription profiling by array	Homo sapiens	110	2007-10-02	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3284/E-GEOD-3284.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3284/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3284/
E-GEOD-3397	Transcription profiling of human bronchial epithelial cells treated with respiratory syncytial virus (RSV) for 4 and 24 hours	transcription profiling by array	Homo sapiens	12	2007-10-02	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3397/E-GEOD-3397.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3397/
E-GEOD-3589	Transcription profiling of human umbilical vein endothelial cells (HUVEC) treated with thrombin and leukotriene D4 (LTD4) with ethanol controls to delinate Cysteinyl leukotrienes mode of action	transcription profiling by array	Homo sapiens	21	2007-10-27	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3589/E-GEOD-3589.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3589/
E-GEOD-3606	Transcription profiling of white blood cells from human males before and after exercise to determine the effect of acute exercise on gene expression profiles inwhite blood cells and to identify genes for use as markers for monitoring exercise and training load	transcription profiling by array	Homo sapiens	20	2007-10-27	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3606/E-GEOD-3606.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3606/
E-GEOD-3697	Transcription profiling of human heat shocked HeLa cell line with siRNA knockdown of HSF1	transcription profiling by array	Homo sapiens	42	2007-06-22	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3697/E-GEOD-3697.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3697/
E-GEOD-3737	Transcription profiling of human prostate cancer cells with arachidonic acid reveals induction of 11 genes that are regulated by NFkappaB	transcription profiling by array	Homo sapiens	8	2007-07-03	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3737/E-GEOD-3737.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3737/E-GEOD-3737.raw.1.zip	Yes	http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3737/
E-GEOD-3780	Transcription profiling of mouse FM95-14 fetal myoblast differentiation - time series	transcription profiling by array	Homo sapiens	60	2008-06-12	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3780/E-GEOD-3780.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3780/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3780/
E-GEOD-3846	Transcription profiling of healthy human volunteers after consumin red wine vs. controls to investigate the cardioprotective effect of red wine	transcription profiling by array	Homo sapiens	108	2007-11-01	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3846/E-GEOD-3846.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3846/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3846/
E-GEOD-3891	Transcription profiling of human microvascular endothelial cells undergoing proliferation or tubulogenesis	transcription profiling by array	Homo sapiens	20	2007-06-22	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-3891/E-GEOD-3891.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-3891/
E-GEOD-4013	Host response to smallpox	transcription profiling by array	Homo sapiens	167	2006-01-10	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4013/processed/	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4013/
E-GEOD-4315	Transcription profiling of human endomyocardial biopsies before, during and after cardiac allograft rejection	transcription profiling by array	Homo sapiens	9	2007-12-12	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4315/E-GEOD-4315.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4315/
E-GEOD-4549	Transcription profiling of human HepG2 cells transfected with HBsAG to investigate the global exploration of interaction between HBsAg expression and hepatocytes	transcription profiling by array	Homo sapiens	4	2008-06-13	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4549/E-GEOD-4549.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4549/
E-GEOD-4636	Transcription profiling of human LNCaP cells treated with DHT, RTI-6413-018 or vehicle to identify useful Selective Androgen Receptor Modulators (SARMs)	transcription profiling by array	Homo sapiens	36	2007-12-19	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4636/E-GEOD-4636.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4636/
E-GEOD-4646	Transcription profiling of human HUVEC cell line infected with Neisseria meningitidis wild type and mutants vs uninfected sampled at 3 time points reveals meningococcal adhesion suppresses proapoptotic gene expression and promotes expression of genes supporting early embryonic and cytoprotective signaling of human endothelial cells	transcription profiling by array	Homo sapiens	23	2007-10-26	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4646/E-GEOD-4646.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4646/E-GEOD-4646.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4646/
E-GEOD-4655	Transcription profiling of developing human erythroid progenitor cells sampled at multiple time points reveals patterns of coregulation and potential transcriptional regulators	transcription profiling by array	Homo sapiens	18	2007-11-02	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4655/E-GEOD-4655.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4655/
E-GEOD-4731	Transcription profiling of human HepG2 cells overexpressing GPI-phospholipase D vs control sampled at 2 time points	transcription profiling by array	Homo sapiens	16	2007-10-26	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4731/E-GEOD-4731.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4731/
E-GEOD-4748	Transcription profiling of human dendritic monocytes treated with LPS (lipopolysaccharide) or CyP (Cyanobacterial Product) reveals cyanobacterial LPS antagonist prevents endotoxin shock and blocks sustained TLR4 stimulation required for cytokine expression	transcription profiling by array	Homo sapiens	10	2007-10-26	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4748/E-GEOD-4748.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4748/
E-GEOD-4773	Transcription profiling by array of the human SK-H-MC Parkinson's disease cell line after treatment with rotenone	transcription profiling by array	Homo sapiens	21	2009-09-23	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4773/E-GEOD-4773.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4773/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4773/
E-GEOD-4974	Transcription of human thrombopoietin-induced megakaryocyte differentiation with and without nicotinamide vs. Universal reference sample	transcription profiling by array	Homo sapiens	28	2009-04-08	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-4974/E-GEOD-4974.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-4974/
E-GEOD-5117	Transcription profiling of human Wilms tumor 1 WT1(-KTS) isoform time series induction in U2OS cells	transcription profiling by array	Homo sapiens	4	2008-06-13	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5117/E-GEOD-5117.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5117/
E-GEOD-5264	Transcription profiling of human airway epithelial cells sampled at multiple time points to examine mucociliary differentiation	transcription profiling by array	Homo sapiens	30	2007-11-11	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5264/E-GEOD-5264.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5264/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5264/
E-GEOD-5339	Transcription profiling of human lung fibroblasts exposed to vanadium pentoxide to identifiy genes associated with vanadium pentoxide-induced bronchitis	transcription profiling by array	Homo sapiens	45	2008-11-22	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5339/E-GEOD-5339.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5339/
E-GEOD-5372	Transcription profiling by array of human airway epithelium before and after mechanical injury	transcription profiling by array	Homo sapiens	22	2009-04-10	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5372/E-GEOD-5372.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5372/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5372/
E-GEOD-5481	BRAF siRNA NHGRI_Liang_BRAF	transcription profiling by array	Homo sapiens	21	2013-07-07	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5481/E-GEOD-5481.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5481/
E-GEOD-5542	Transcription profiling of human A549 cell line treated with type I and II interferons vs. controls	transcription profiling by array	Homo sapiens	32	2007-11-02	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5542/E-GEOD-5542.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5542/
E-GEOD-5809	Transcription profiling by array of human endometrial stromal cells treated with human trophoblasts	transcription profiling by array	Homo sapiens	14	2007-11-02	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5809/E-GEOD-5809.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5809/E-GEOD-5809.raw.1.zip	Yes	http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5809/
E-GEOD-5824	Transcription profiling by array of human CEM_C1 cells after treatment with rapamycin	transcription profiling by array	Homo sapiens	38	2008-11-06	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-5824/processed/	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-5824/
E-GEOD-6013	Transcription profiling by array of human lung cell lines A549, Beas-2B and MeT5A after treatment with asbestos over a time course	transcription profiling by array	Homo sapiens	27	2007-11-08	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6013/E-GEOD-6013.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6013/E-GEOD-6013.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-6013/
E-GEOD-6207	Transcription profiling of human HepG2 cell line overexpressing miR-124 sampled at multiple times points to study the targets and functions of miR-124	transcription profiling by array	Homo sapiens	14	2007-11-01	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6207/E-GEOD-6207.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6207/E-GEOD-6207.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-6207/
E-GEOD-6241	Transcription profiling of human umbilical vein endothelial cells to investigate the effects of Serum Amyloid A, time series	transcription profiling by array	Homo sapiens	8	2009-04-30	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6241/E-GEOD-6241.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6241/E-GEOD-6241.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-6241/
E-GEOD-6281	Transcription profiling of human skin during elicitation of allergic contact dermatitis - time series	transcription profiling by array	Homo sapiens	34	2008-06-14	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6281/E-GEOD-6281.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6281/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-6281/
E-GEOD-6364	Transcription profiling of human endometrium from patients with a history of endometriosis vs. normal controls sampled at a range of menstrual cycle timepoints	transcription profiling by array	Homo sapiens	37	2008-04-09	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6364/E-GEOD-6364.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6364/E-GEOD-6364.raw.1.zip	Yes	http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-6364/
E-GEOD-6431	Transcription profiling of human Hela CD4+ cells transfected with epitope tagged eTat or parental vector to identify therapeutic targets for HIV-1 infection in the host proteome	transcription profiling by array	Homo sapiens	36	2007-11-01	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6431/E-GEOD-6431.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-6431/
E-GEOD-6432	Transcription profiling of human fibroblasts grown in petri dishes vs. attached to a tissue engineering scaffold sampled at 7 timepoints	transcription profiling by array	Homo sapiens	32	2007-10-26	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6432/E-GEOD-6432.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-6432/
E-GEOD-6462	Transcription profiling by array of human MCF7 cells after treatment with epidermal growth factor or heregulin	transcription profiling by array	Homo sapiens	57	2007-11-01	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6462/E-GEOD-6462.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6462/E-GEOD-6462.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-6462/
E-GEOD-6653	Transcription profiling of human IOSE cells treated with TGFb1, time series	transcription profiling by array	Homo sapiens	8	2008-06-15	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6653/E-GEOD-6653.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6653/E-GEOD-6653.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-6653/
E-GEOD-6783	Transcription profiling of human HeLa cells stimulated with epidermal growth factor vs. unstimulated sampled at multiple time points to investigate the temporal regulation of the cellular EGFR cascade	transcription profiling by array	Homo sapiens	7	2007-11-02	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6783/E-GEOD-6783.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6783/E-GEOD-6783.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-6783/
E-GEOD-6784	Transcription profiling of human MCF10A mammary gland epithelial cells stimulated with epidermal growth factor vs unstimulated and sampled at multiple time points to investidage the temporal regulation of the cellular EGFR cascade	transcription profiling by array	Homo sapiens	13	2007-11-01	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6784/E-GEOD-6784.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6784/E-GEOD-6784.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-6784/
E-GEOD-6930	Transcription profiling of human Ewing sarcoma (A673) cells treated with cytarabine, doxorubicin and puromycin oral tongue squamous cell carcinomas to identify novel potential prognosticators	transcription profiling by array	Homo sapiens	68	2008-11-22	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6930/E-GEOD-6930.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6930/E-GEOD-6930.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-6930/
E-GEOD-6932	Transcription profiling of human keratinocytes used in a small molecule screen to identify inducers of epidermal keratinocyte differentiation	transcription profiling by array	Homo sapiens	18	2009-04-10	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6932/E-GEOD-6932.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-6932/E-GEOD-6932.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-6932/
E-GEOD-7123	Transcription profiling of human Hepatitis C patients - responders and non-responders to antiviral therapies peg interferon and ribavirin against hepatitis C	transcription profiling by array	Homo sapiens	397	2008-06-16	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-7123/E-GEOD-7123.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-7123/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-7123/
E-GEOD-7286	Acute molecular responses to lengthening vs shortening muscle contractions	transcription profiling by array	Homo sapiens	24	2007-03-27	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-7286/E-GEOD-7286.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-7286/E-GEOD-7286.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-7286/
E-GEOD-7442	Caco2 polarization time-course	transcription profiling by array	Homo sapiens	43	2007-08-16	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-7442/E-GEOD-7442.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-7442/
E-GEOD-7571	Transcription profiling of human primary CD4+ T cell activation, time series	transcription profiling by array	Homo sapiens	37	2008-06-15	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-7571/E-GEOD-7571.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-7571/
E-GEOD-8096	Transcription profiling of human mammary epithelial cell lines with finite life span and immortal non-malignant cells - time series	transcription profiling by array	Homo sapiens	12	2008-06-15	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8096/E-GEOD-8096.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8096/E-GEOD-8096.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-8096/
E-GEOD-8228	Transcription profiling of human U937 lymphoma cells treated with paeony root (Paeoniae radix) (time series)	transcription profiling by array	Homo sapiens	4	2008-06-16	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8228/E-GEOD-8228.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8228/E-GEOD-8228.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-8228/
E-GEOD-8286	Transcription profiling of human monocytes to macrophage differentiation	transcription profiling by array	Homo sapiens	9	2009-04-29	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8286/E-GEOD-8286.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8286/E-GEOD-8286.raw.1.zip	Yes	http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-8286/
E-GEOD-8439	Retionic acid gene expression time series in human embryonic stem cells	transcription profiling by array	Homo sapiens	8	2007-09-13	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8439/E-GEOD-8439.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8439/E-GEOD-8439.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-8439/
E-GEOD-8802	PBMC response to B. pertussis filamentous hemagglutinin stimulation in vitro	transcription profiling by array	Homo sapiens	27	2008-10-29	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8802/E-GEOD-8802.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-8802/
E-GEOD-8914	Transcription profiling of CHRF-288-11 and primary human megakaryocytic cell cultures provide novel insights into lineage-specific differentiation	transcription profiling by array	Homo sapiens	77	2008-01-18	http://www.ebi.ac.uk/arrayexpress/files/E-GEOD-8914/E-GEOD-8914.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-8914/
