Source Name	Material Type	Characteristics[organism]	Characteristics[cell line]	Characteristics[cell type]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Label	Protocol REF	Assay Name	Technology Type	Array Design REF	Comment[Array serial number]	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	Factor Value[time]	Unit[TimeUnit]
CellCulture02_8	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract02_8	P-MTAB-18110	LabeledExtract02_8	biotin	P-MTAB-20773	Exp2RNA08a	array assay	A-AFFY-33	3002363	Exp2RNA8a.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixA.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	21	hour
CellCulture02_8	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract02_8	P-MTAB-18110	LabeledExtract02_8	biotin	P-MTAB-20773	Exp2RNA08b	array assay	A-AFFY-34	3002363	Exp2RNA8b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixB.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	21	hour
CellCulture02_9	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract02_9	P-MTAB-18110	LabeledExtract02_9	biotin	P-MTAB-20773	Exp2RNA09a	array assay	A-AFFY-33	3002363	Exp2RNA9a.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixA.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	24	hour
CellCulture02_9	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract02_9	P-MTAB-18110	LabeledExtract02_9	biotin	P-MTAB-20773	Exp2RNA09b	array assay	A-AFFY-34	3002363	Exp2RNA9b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixB.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	24	hour
CellCulture03_11	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_11	P-MTAB-18110	LabeledExtract03_11	biotin	P-MTAB-20773	Exp3RNA11a	array assay	A-AFFY-33	3002363	Exp3RNA11a.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixA.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	30	hour
CellCulture03_11	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_11	P-MTAB-18110	LabeledExtract03_11	biotin	P-MTAB-20773	Exp3RNA11b	array assay	A-AFFY-34	3002363	Exp3RNA11b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixB.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	30	hour
CellCulture03_12	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_12	P-MTAB-18110	LabeledExtract03_12	biotin	P-MTAB-20773	Exp3RNA12a	array assay	A-AFFY-33	3002363	Exp3RNA12a.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixA.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	33	hour
CellCulture03_12	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_12	P-MTAB-18110	LabeledExtract03_12	biotin	P-MTAB-20773	Exp3RNA12b	array assay	A-AFFY-34	3002363	Exp3RNA12b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixB.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	33	hour
CellCulture03_1	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_1	P-MTAB-18110	LabeledExtract03_1	biotin	P-MTAB-20773	Exp3RNA01a	array assay	A-AFFY-33	3002363	Exp3RNA1a.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixA.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	0	hour
CellCulture03_10	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_10	P-MTAB-18110	LabeledExtract03_10	biotin	P-MTAB-20773	Exp3RNA10a	array assay	A-AFFY-33	3002363	Exp3RNA10a.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixA.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	27	hour
CellCulture03_1	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_1	P-MTAB-18110	LabeledExtract03_1	biotin	P-MTAB-20773	Exp3RNA01b	array assay	A-AFFY-34	3002363	Exp3RNA1b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixB.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	0	hour
CellCulture03_10	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_10	P-MTAB-18110	LabeledExtract03_10	biotin	P-MTAB-20773	Exp3RNA10b	array assay	A-AFFY-34	3002363	Exp3RNA10b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixB.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	27	hour
CellCulture03_2	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_2	P-MTAB-18110	LabeledExtract03_2	biotin	P-MTAB-20773	Exp3RNA02a	array assay	A-AFFY-33	3002363	Exp3RNA2a.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixA.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	3	hour
CellCulture03_2	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_2	P-MTAB-18110	LabeledExtract03_2	biotin	P-MTAB-20773	Exp3RNA02b	array assay	A-AFFY-34	3002363	Exp3RNA2b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixB.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	3	hour
CellCulture03_3	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_3	P-MTAB-18110	LabeledExtract03_3	biotin	P-MTAB-20773	Exp3RNA03a	array assay	A-AFFY-33	3002363	Exp3RNA3a.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixA.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	6	hour
CellCulture03_3	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_3	P-MTAB-18110	LabeledExtract03_3	biotin	P-MTAB-20773	Exp3RNA03b	array assay	A-AFFY-34	3002363	Exp3RNA3b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixB.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	6	hour
CellCulture03_4	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_4	P-MTAB-18110	LabeledExtract03_4	biotin	P-MTAB-20773	Exp3RNA04a	array assay	A-AFFY-33	3002363	Exp3RNA4a.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixA.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	9	hour
CellCulture03_4	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_4	P-MTAB-18110	LabeledExtract03_4	biotin	P-MTAB-20773	Exp3RNA04b	array assay	A-AFFY-34	3002363	Exp3RNA4b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixB.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	9	hour
CellCulture03_5	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_5	P-MTAB-18110	LabeledExtract03_5	biotin	P-MTAB-20773	Exp3RNA05a	array assay	A-AFFY-33	3002363	Exp3RNA5a.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixA.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	12	hour
CellCulture03_5	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_5	P-MTAB-18110	LabeledExtract03_5	biotin	P-MTAB-20773	Exp3RNA05b	array assay	A-AFFY-34	3002363	Exp3RNA5b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixB.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	12	hour
CellCulture03_6	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_6	P-MTAB-18110	LabeledExtract03_6	biotin	P-MTAB-20773	Exp3RNA06a	array assay	A-AFFY-33	3002363	Exp3RNA6a.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixA.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	15	hour
CellCulture03_6	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_6	P-MTAB-18110	LabeledExtract03_6	biotin	P-MTAB-20773	Exp3RNA06b	array assay	A-AFFY-34	3002363	Exp3RNA6b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixB.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	15	hour
CellCulture03_7	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_7	P-MTAB-18110	LabeledExtract03_7	biotin	P-MTAB-20773	Exp3RNA07a	array assay	A-AFFY-33	3002363	Exp3RNA7a.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixA.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	18	hour
CellCulture03_7	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_7	P-MTAB-18110	LabeledExtract03_7	biotin	P-MTAB-20773	Exp3RNA07b	array assay	A-AFFY-34	3002363	Exp3RNA7b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixB.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	18	hour
CellCulture03_8	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_8	P-MTAB-18110	LabeledExtract03_8	biotin	P-MTAB-20773	Exp3RNA08a	array assay	A-AFFY-33	3002363	Exp3RNA8a.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixA.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	21	hour
CellCulture03_8	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_8	P-MTAB-18110	LabeledExtract03_8	biotin	P-MTAB-20773	Exp3RNA08b	array assay	A-AFFY-34	3002363	Exp3RNA8b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixB.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	21	hour
CellCulture03_9	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_9	P-MTAB-18110	LabeledExtract03_9	biotin	P-MTAB-20773	Exp3RNA09a	array assay	A-AFFY-33	3002363	Exp3RNA9a.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixA.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	24	hour
CellCulture03_9	cell	Homo sapiens	HaCat	keratinocyte	P-MTAB-18107	P-MTAB-18108	P-MTAB-18109	RNAextract03_9	P-MTAB-18110	LabeledExtract03_9	biotin	P-MTAB-20773	Exp3RNA09b	array assay	A-AFFY-34	3002363	Exp3RNA9b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.raw.2.zip	P-MTAB-18112	FinalMatrixB.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-454/E-MTAB-454.processed.1.zip	24	hour
